0 0 0
0.000299987 -1e-009 0
0.000599947 -3.99982e-009 0
0.00089988 -8.99911e-009 0
0.00119979 -1.59975e-008 0
0.00149967 -2.49947e-008 0
0.00179952 -3.59902e-008 0
0.00209935 -4.89839e-008 0
0.00239915 -6.39752e-008 0
0.00269892 -8.09638e-008 0
0.00299867 -9.99495e-008 0
0.00329839 -1.20932e-007 0
0.00359809 -1.4391e-007 0
0.00389775 -1.68885e-007 0
0.00419739 -1.95855e-007 0
0.00449701 -2.2482e-007 0
0.0047966 -2.5578e-007 0
0.00509616 -2.88735e-007 0
0.00539569 -3.23684e-007 0
0.0056952 -3.60626e-007 0
0.00599468 -3.99562e-007 0
0.00629414 -4.40491e-007 0
0.00659357 -4.83413e-007 0
0.00689297 -5.28327e-007 0
0.00719234 -5.75234e-007 0
0.00749169 -6.24132e-007 0
0.00779102 -6.75021e-007 0
0.00809031 -7.27901e-007 0
0.00838958 -7.82772e-007 0
0.00868882 -8.39633e-007 0
0.00898804 -8.98484e-007 0
0.00928723 -9.59325e-007 0
0.00958639 -1.02215e-006 0
0.00988553 -1.08697e-006 0
0.0101846 -1.15378e-006 0
0.0104837 -1.22258e-006 0
0.0107828 -1.29336e-006 0
0.0110818 -1.36613e-006 0
0.0113808 -1.44089e-006 0
0.0116798 -1.51763e-006 0
0.0119787 -1.59636e-006 0
0.0122777 -1.67708e-006 0
0.0125766 -1.75978e-006 0
0.0128754 -1.84447e-006 0
0.0131743 -1.93114e-006 0
0.0134731 -2.0198e-006 0
0.0137719 -2.11044e-006 0
0.0140707 -2.20307e-006 0
0.0143694 -2.29768e-006 0
0.0146681 -2.39427e-006 0
0.0149668 -2.49284e-006 0
0.0152655 -2.5934e-006 0
0.0155641 -2.69594e-006 0
0.0158627 -2.80046e-006 0
0.0161613 -2.90696e-006 0
0.0164598 -3.01545e-006 0
0.0167584 -3.12591e-006 0
0.0170569 -3.23836e-006 0
0.0173553 -3.35278e-006 0
0.0176538 -3.46919e-006 0
0.0179522 -3.58757e-006 0
0.0182506 -3.70794e-006 0
0.018549 -3.83028e-006 0
0.0188473 -3.9546e-006 0
0.0191456 -4.0809e-006 0
0.0194439 -4.20917e-006 0
0.0197422 -4.33943e-006 0
0.0200404 -4.47165e-006 0
0.0203386 -4.60586e-006 0
0.0206368 -4.74204e-006 0
0.020935 -4.8802e-006 0
0.0212331 -5.02034e-006 0
0.0215312 -5.16244e-006 0
0.0218293 -5.30653e-006 0
0.0221273 -5.45259e-006 0
0.0224253 -5.60062e-006 0
0.0227233 -5.75062e-006 0
0.0230213 -5.9026e-006 0
0.0233193 -6.05655e-006 0
0.0236172 -6.21248e-006 0
0.0239151 -6.37038e-006 0
0.0242129 -6.53025e-006 0
0.0245108 -6.69209e-006 0
0.0248086 -6.8559e-006 0
0.0251064 -7.02168e-006 0
0.0254041 -7.18943e-006 0
0.0257019 -7.35916e-006 0
0.0259996 -7.53085e-006 0
0.0262973 -7.70451e-006 0
0.0265949 -7.88015e-006 0
0.0268925 -8.05775e-006 0
0.0271902 -8.23732e-006 0
0.0274877 -8.41885e-006 0
0.0277853 -8.60236e-006 0
0.0280828 -8.78783e-006 0
0.0283803 -8.97527e-006 0
0.0286778 -9.16468e-006 0
0.0289752 -9.35605e-006 0
0.0292726 -9.54939e-006 0
0.02957 -9.74469e-006 0
0.0298674 -9.94196e-006 0
0.0301647 -1.01412e-005 0
0.030462 -1.03424e-005 0
0.0307593 -1.05456e-005 0
0.0310566 -1.07507e-005 0
0.0313538 -1.09578e-005 0
0.031651 -1.11668e-005 0
0.0319482 -1.13778e-005 0
0.0322454 -1.15908e-005 0
0.0325425 -1.18058e-005 0
0.0328396 -1.20227e-005 0
0.0331367 -1.22415e-005 0
0.0334337 -1.24624e-005 0
0.0337307 -1.26851e-005 0
0.0340277 -1.29099e-005 0
0.0343247 -1.31366e-005 0
0.0346216 -1.33653e-005 0
0.0349186 -1.35959e-005 0
0.0352154 -1.38285e-005 0
0.0355123 -1.4063e-005 0
0.0358091 -1.42995e-005 0
0.036106 -1.4538e-005 0
0.0364027 -1.47784e-005 0
0.0366995 -1.50208e-005 0
0.0369962 -1.52651e-005 0
0.0372929 -1.55114e-005 0
0.0375896 -1.57596e-005 0
0.0378863 -1.60098e-005 0
0.0381829 -1.6262e-005 0
0.0384795 -1.65161e-005 0
0.0387761 -1.67722e-005 0
