0 10 10 0 0 0
0 10 9.99999 0 0.00700428 0.00699447
0 10 9.99997 0 0.0140086 0.0139791
0 10 9.99994 0 0.0210128 0.020954
0 10 9.9999 0 0.0280171 0.027919
0 10 9.99985 0 0.0350214 0.0348742
0 10 9.99979 0 0.0420257 0.0418197
0 10 9.99973 0 0.0490299 0.0487553
0 10 9.99965 0 0.0560342 0.0556811
0 10 9.99956 0 0.0630385 0.062597
0 10 9.99946 0 0.0700428 0.0695032
0 10 9.99935 0 0.0770471 0.0763996
0 10 9.99923 0 0.0840513 0.0832862
0 10 9.99911 0 0.0910556 0.0901629
0 10 9.99897 0 0.0980599 0.0970298
0 10 9.99882 0 0.105064 0.103887
0 10 9.99867 0 0.112068 0.110734
0 10 9.9985 0 0.119073 0.117572
0 10 9.99832 0 0.126077 0.124399
0 10 9.99814 0 0.133081 0.131217
0 10 9.99794 0 0.140086 0.138025
0 10 9.99773 0 0.14709 0.144824
0 10 9.99752 0 0.154094 0.151612
0 10 9.99729 0 0.161098 0.158391
0 10 9.99706 0 0.168103 0.16516
0 10 9.99681 0 0.175107 0.171919
0 10 9.99656 0 0.182111 0.178668
0 10 9.99629 0 0.189115 0.185407
0 10 9.99602 0 0.19612 0.192137
0 10 9.99573 0 0.203124 0.198857
0 10 9.99544 0 0.210128 0.205567
0 10 9.99513 0 0.217133 0.212267
0 10 9.99482 0 0.224137 0.218957
0 10 9.9945 0 0.231141 0.225638
0 10 9.99416 0 0.238145 0.232308
0 10 9.99382 0 0.24515 0.238969
0 10 9.99347 0 0.252154 0.245621
0 10 9.9931 0 0.259158 0.252262
0 10 9.99273 0 0.266163 0.258893
0 10 9.99235 0 0.273167 0.265515
0 10 9.99196 0 0.280171 0.272127
0 10 9.99155 0 0.287175 0.278729
0 10 9.99114 0 0.29418 0.285321
0 10 9.99072 0 0.301184 0.291904
0 10 9.99029 0 0.308188 0.298476
0 10 9.98985 0 0.315192 0.305039
0 10 9.9894 0 0.322197 0.311592
0 10 9.98893 0 0.329201 0.318135
0 10 9.98846 0 0.336205 0.324669
0 10 9.98798 0 0.34321 0.331192
0 10 9.98749 0 0.350214 0.337706
0 10 9.98699 0 0.357218 0.34421
0 10 9.98648 0 0.364222 0.350704
0 10 9.98596 0 0.371227 0.357189
0 10 9.98543 0 0.378231 0.363663
0 10 9.98489 0 0.385235 0.370128
0 10 9.98434 0 0.39224 0.376583
0 10 9.98378 0 0.399244 0.383028
0 10 9.98322 0 0.406248 0.389463
0 10 9.98264 0 0.413252 0.395889
0 10 9.98205 0 0.420257 0.402304
0 10 9.98145 0 0.427261 0.40871
0 10 9.98084 0 0.434265 0.415106
0 10 9.98022 0 0.441269 0.421493
0 10 9.9796 0 0.448274 0.427869
0 10 9.97896 0 0.455278 0.434236
0 10 9.97831 0 0.462282 0.440592
0 10 9.97765 0 0.469287 0.446939
0 10 9.97699 0 0.476291 0.453277
0 10 9.97631 0 0.483295 0.459604
0 10 9.97562 0 0.490299 0.465922
0 10 9.97493 0 0.497304 0.472229
0 10 9.97422 0 0.504308 0.478527
0 10 9.9735 0 0.511312 0.484815
0 10 9.97278 0 0.518317 0.491094
0 10 9.97204 0 0.525321 0.497362
0 10 9.9713 0 0.532325 0.503621
0 10 9.97054 0 0.539329 0.50987
0 10 9.96978 0 0.546334 0.516109
0 10 9.969 0 0.553338 0.522338
0 10 9.96822 0 0.560342 0.528558
0 10 9.96742 0 0.567346 0.534767
0 10 9.96662 0 0.574351 0.540967
0 10 9.9658 0 0.581355 0.547157
0 10 9.96498 0 0.588359 0.553338
0 10 9.96414 0 0.595364 0.559508
0 10 9.9633 0 0.602368 0.565669
0 10 9.96245 0 0.609372 0.571819
0 10 9.96158 0 0.616376 0.57796
0 10 9.96071 0 0.623381 0.584092
0 10 9.95983 0 0.630385 0.590213
0 10 9.95894 0 0.637389 0.596325
0 10 9.95803 0 0.644394 0.602426
0 10 9.95712 0 0.651398 0.608518
0 10 9.9562 0 0.658402 0.6146
0 10 9.95527 0 0.665406 0.620673
0 10 9.95432 0 0.672411 0.626735
0 10 9.95337 0 0.679415 0.632788
0 10 9.95241 0 0.686419 0.638831
0 10 9.95144 0 0.693423 0.644864
0 10 9.95046 0 0.700428 0.650887
0 10 9.94947 0 0.707432 0.656901
0 10 9.94847 0 0.714436 0.662904
0 10 9.94746 0 0.721441 0.668898
0 10 9.94644 0 0.728445 0.674882
0 10 9.94541 0 0.735449 0.680857
0 10 9.94437 0 0.742453 0.686821
0 10 9.94332 0 0.749458 0.692776
0 10 9.94226 0 0.756462 0.69872
0 10 9.94119 0 0.763466 0.704655
0 10 9.94011 0 0.770471 0.71058
0 10 9.93902 0 0.777475 0.716496
0 10 9.93792 0 0.784479 0.722401
0 10 9.93681 0 0.791483 0.728297
0 10 9.9357 0 0.798488 0.734183
0 10 9.93457 0 0.805492 0.740059
0 10 9.93343 0 0.812496 0.745926
0 10 9.93228 0 0.8195 0.751782
0 10 9.93112 0 0.826505 0.757629
0 10 9.92996 0 0.833509 0.763466
0 10 9.92878 0 0.840513 0.769293
0 10 9.92759 0 0.847518 0.77511
0 10 9.9264 0 0.854522 0.780917
0 10 9.92519 0 0.861526 0.786715
0 10 9.92397 0 0.86853 0.792503
0 10 9.92275 0 0.875535 0.798281
0 10 9.92151 0 0.882539 0.804049
0 10 9.92026 0 0.889543 0.809808
0 10 9.91901 0 0.896548 0.815556
0 10 9.91774 0 0.903552 0.821295
0 10 9.91647 0 0.910556 0.827024
0 10 9.91518 0 0.91756 0.832743
0 10 9.91389 0 0.924565 0.838452
0 10 9.91258 0 0.931569 0.844152
0 10 9.91127 0 0.938573 0.849842
0 10 9.90994 0 0.945577 0.855522
0 10 9.90861 0 0.952582 0.861192
0 10 9.90727 0 0.959586 0.866852
0 10 9.90591 0 0.96659 0.872503
0 10 9.90455 0 0.973595 0.878143
0 10 9.90318 0 0.980599 0.883774
0 10 9.90179 0 0.987603 0.889395
0 10 9.9004 0 0.994607 0.895006
0 10 9.899 0 1.00161 0.900608
0 10 9.89758 0 1.00862 0.9062
0 10 9.89616 0 1.01562 0.911781
0 10 9.89473 0 1.02262 0.917353
0 10 9.89329 0 1.02963 0.922916
0 10 9.89183 0 1.03663 0.928468
0 10 9.89037 0 1.04364 0.934011
0 10 9.8889 0 1.05064 0.939543
0 10 9.88742 0 1.05765 0.945066
0 10 9.88593 0 1.06465 0.95058
0 10 9.88443 0 1.07165 0.956083
0 10 9.88292 0 1.07866 0.961576
0 10 9.8814 0 1.08566 0.96706
0 10 9.87987 0 1.09267 0.972534
0 10 9.87833 0 1.09967 0.977998
0 10 9.87678 0 1.10668 0.983452
0 10 9.87522 0 1.11368 0.988897
0 10 9.87365 0 1.12068 0.994332
0 10 9.87207 0 1.12769 0.999756
0 10 9.87048 0 1.13469 1.00517
0 10 9.86888 0 1.1417 1.01058
0 10 9.86727 0 1.1487 1.01597
0 10 9.86565 0 1.15571 1.02136
0 10 9.86402 0 1.16271 1.02673
0 10 9.86239 0 1.16971 1.0321
0 10 9.86074 0 1.17672 1.03746
0 10 9.85908 0 1.18372 1.0428
0 10 9.85741 0 1.19073 1.04814
0 10 9.85573 0 1.19773 1.05347
0 10 9.85405 0 1.20474 1.05878
0 10 9.85235 0 1.21174 1.06409
0 10 9.85064 0 1.21874 1.06939
0 10 9.84893 0 1.22575 1.07467
0 10 9.8472 0 1.23275 1.07995
0 10 9.84546 0 1.23976 1.08522
0 10 9.84372 0 1.24676 1.09048
0 10 9.84196 0 1.25377 1.09573
0 10 9.8402 0 1.26077 1.10097
0 10 9.83842 0 1.26777 1.10619
0 10 9.83663 0 1.27478 1.11141
0 10 9.83484 0 1.28178 1.11662
0 10 9.83303 0 1.28879 1.12182
0 10 9.83122 0 1.29579 1.12701
0 10 9.82939 0 1.3028 1.13219
0 10 9.82756 0 1.3098 1.13736
0 10 9.82572 0 1.3168 1.14252
0 10 9.82386 0 1.32381 1.14767
0 10 9.822 0 1.33081 1.15281
0 10 9.82012 0 1.33782 1.15794
0 10 9.81824 0 1.34482 1.16306
0 10 9.81635 0 1.35183 1.16817
0 10 9.81444 0 1.35883 1.17327
0 10 9.81253 0 1.36583 1.17837
0 10 9.81061 0 1.37284 1.18345
0 10 9.80868 0 1.37984 1.18852
0 10 9.80673 0 1.38685 1.19358
0 10 9.80478 0 1.39385 1.19863
0 10 9.80282 0 1.40086 1.20367
0 10 9.80085 0 1.40786 1.20871
0 10 9.79887 0 1.41486 1.21373
0 10 9.79687 0 1.42187 1.21874
0 10 9.79487 0 1.42887 1.22375
0 10 9.79286 0 1.43588 1.22874
0 10 9.79084 0 1.44288 1.23372
0 10 9.78881 0 1.44989 1.2387
0 10 9.78677 0 1.45689 1.24366
0 10 9.78472 0 1.46389 1.24861
0 10 9.78266 0 1.4709 1.25356
0 10 9.78059 0 1.4779 1.25849
0 10 9.77851 0 1.48491 1.26342
0 10 9.77642 0 1.49191 1.26833
0 10 9.77432 0 1.49892 1.27324
0 10 9.77221 0 1.50592 1.27813
0 10 9.77009 0 1.51292 1.28302
0 10 9.76796 0 1.51993 1.28789
0 10 9.76583 0 1.52693 1.29276
0 10 9.76368 0 1.53394 1.29761
0 10 9.76152 0 1.54094 1.30246
0 10 9.75935 0 1.54795 1.3073
0 10 9.75717 0 1.55495 1.31212
0 10 9.75499 0 1.56195 1.31694
0 10 9.75279 0 1.56896 1.32175
0 10 9.75058 0 1.57596 1.32654
0 10 9.74836 0 1.58297 1.33133
0 10 9.74614 0 1.58997 1.33611
0 10 9.7439 0 1.59698 1.34088
0 10 9.74165 0 1.60398 1.34563
0 10 9.7394 0 1.61098 1.35038
0 10 9.73713 0 1.61799 1.35512
0 10 9.73486 0 1.62499 1.35985
0 10 9.73257 0 1.632 1.36457
0 10 9.73027 0 1.639 1.36928
0 10 9.72797 0 1.64601 1.37397
0 10 9.72565 0 1.65301 1.37866
0 10 9.72333 0 1.66001 1.38334
0 10 9.72099 0 1.66702 1.38801
